horizonLength,cycletime,bezierHeight,delta,runstairs,pitch_ascension,offset,Pf,des_vel
16,8,0.1,0.05,0,-0.25,0.105,  0.160229  -0.152821 1.4013e-45,0.160794 0.155178        0,   -0.219769    -0.152125 -1.68376e-27,  -0.219205    0.155875 4.57174e-41,0 0 0,-0.0294809 0.00152401   0.294491
16,8,0.1,0.05,0,-0.25,0.105,   0.160202   -0.152822 3.74618e-19,0.160766 0.155177        0,  -0.219797   -0.152127 2.52234e-44,  -0.219233    0.155873 4.57174e-41,0 0 0,-0.0294809 0.00152401   0.294491
16,8,0.1,0.05,0,-0.25,0.105,   0.160262   -0.152836 3.74618e-19,0.160826 0.155164        0,  -0.219737    -0.15214 2.52234e-44,  -0.219173    0.155859 4.57174e-41,0 0 0,-0.0294809 0.00152401   0.294491
16,8,0.1,0.05,0,-0.25,0.105,   0.160338   -0.152834 3.74618e-19,0.160904 0.155165        0,   -0.21966   -0.152136 2.52234e-44,  -0.219094    0.155863 4.57174e-41,0 0 0,-0.0294809 0.00152401   0.294491
16,8,0.1,0.05,0,-0.25,0.105,   0.160415   -0.152842 3.74618e-19,0.160984 0.155158        0,  -0.219584    -0.15214 2.52234e-44,  -0.219015    0.155859 4.57174e-41,0 0 0,-0.0294809 0.00152401   0.294491
16,8,0.1,0.05,0,-0.25,0.105,   0.160469   -0.152859 3.74618e-19,0.161039 0.155141        0,  -0.219529   -0.152156 2.52234e-44,  -0.218959    0.155844 4.57174e-41,0 0 0,-0.0294809 0.00152401   0.294491
16,8,0.1,0.05,0,-0.25,0.105,   0.160485   -0.152838 3.74618e-19,0.161052 0.155162        0,  -0.219513   -0.152138 2.52234e-44,  -0.218946    0.155862 4.57174e-41,0 0 0,-0.0294809 0.00152401   0.294491
16,8,0.1,0.05,0,-0.25,0.105,   0.160509   -0.152836 3.74621e-19,0.161072 0.155164        0,   -0.21949   -0.152141 2.52234e-44,  -0.218927    0.155858 4.57174e-41,0 0 0,-0.0294809 0.00152401   0.294491
16,8,0.1,0.05,0,-0.25,0.105,    0.16052   -0.152831 3.74621e-19,0.161076 0.155168        0,  -0.219479   -0.152145 2.52234e-44,  -0.218923    0.155854 4.57174e-41,0 0 0,-0.0294809 0.00152401   0.294491
16,8,0.1,0.05,0,-0.25,0.105,   0.160521   -0.152827 4.95587e-19,0.161069 0.155173        0,  -0.219478   -0.152151 2.52234e-44,   -0.21893    0.155849 4.57174e-41,0 0 0,-0.0294809 0.00152401   0.294491
